Rank,artist_genres,track_popularity,artist_popularity,mood_danceability,mood_valence,mood_energy,mood_tempo,prop_loudness,prop_speechiness,prop_instrumentalness,context_liveness,context_acousticness
41,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",0,98,0.903,0.539,0.62,134.96,-8.094,0.0587,0.000119,0.0504,0.00347
42,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",81,82,0.649,0.163,0.716,99.988,-5.371,0.0349,2.63e-05,0.135,0.0863
43,"['alt z', 'dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'tropical house']",1,75,0.885,0.466,0.801,95.011,-4.716,0.0882,1.65e-06,0.0733,0.225
44,"['dance pop', 'edm', 'pop', 'pop rap', 'pop rock']",77,75,0.664,0.71,0.714,101.969,-6.645,0.111,8.42e-06,0.0843,0.0353
45,"['kentucky hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'trap']",78,83,0.765,0.189,0.356,96.991,-5.556,0.195,0.0,0.0963,0.223
46,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show']",75,73,0.803,0.593,0.585,105.017,-5.861,0.0432,3.94e-06,0.0644,0.103
47,"['british soul', 'pop', 'pop soul', 'uk pop']",1,90,0.688,0.565,0.532,164.068,-8.361,0.0875,3.08e-06,0.172,0.0356
48,"['hip hop', 'indie pop rap', 'oakland hip hop', 'pop', 'pop rap', 'rap']",77,81,0.756,0.389,0.674,111.995,-6.518,0.0959,0.0,0.158,0.0184
49,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",73,98,0.794,0.397,0.653,117.996,-7.839,0.104,4.88e-05,0.1,0.0489
50,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap']",73,84,0.546,0.247,0.529,107.331,-10.511,0.0583,6.5e-06,0.124,0.0862
51,"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'pop', 'post-teen pop']",65,80,0.376,0.327,0.822,120.493,-3.974,0.104,0.0,0.0841,0.0783
52,"['dance pop', 'pop', 'viral pop']",61,86,0.696,0.23,0.517,112.291,-8.379,0.0366,0.0,0.197,0.364
53,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance', 'uk funky']",59,81,0.605,0.298,0.77,130.037,-3.645,0.0446,0.0,0.159,0.0431
54,"['pop', 'pop rap', 'r&b']",0,70,0.687,0.619,0.645,84.925,-8.38,0.19,0.0,0.201,0.0362
55,"['dance pop', 'pop', 'r&b']",67,87,0.775,0.356,0.598,129.988,-7.274,0.0535,4.44e-06,0.253,0.00175
56,"['dance pop', 'pop', 'uk pop']",64,94,0.532,0.529,0.868,110.127,-4.23,0.0908,0.0,0.0584,0.011
57,"['electropop', 'pop', 'pop rap']",77,70,0.492,0.18,0.275,92.6,-13.4,0.3,0.0,0.101,0.687
58,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",0,82,0.611,0.213,0.7,104.981,-5.331,0.0436,0.0,0.0549,0.0199
59,"['dance pop', 'edm', 'electro house', 'pop dance', 'pop rap', 'tropical house']",63,79,0.647,0.374,0.932,114.991,-3.515,0.0824,1.5e-06,0.0574,0.00383
60,"['dance pop', 'pop', 'post-teen pop']",67,86,0.811,0.466,0.499,111.016,-7.161,0.118,2.44e-06,0.342,0.0147
61,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",76,83,0.688,0.74,0.702,94.006,-4.792,0.0499,0.0,0.128,0.0215
62,"['dance pop', 'edm', 'electro house', 'electropop', 'pop', 'pop dance', 'tropical house']",0,78,0.51,0.209,0.692,102.42,-5.825,0.171,0.0,0.138,0.00451
63,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",67,81,0.671,0.803,0.916,126.01,-4.014,0.0397,0.00762,0.24,0.0282
64,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",78,86,0.532,0.422,0.869,159.803,-5.094,0.172,0.00508,0.136,0.157
65,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance']",0,80,0.742,0.709,0.819,117.986,-5.307,0.0487,0.0,0.277,0.372
66,"['modern alternative rock', 'modern rock', 'pop', 'rock']",70,78,0.618,0.459,0.793,101.015,-5.711,0.0601,0.0154,0.126,0.204
67,"['dance pop', 'pop', 'post-teen pop']",79,75,0.774,0.896,0.753,119.002,-5.446,0.0517,0.0,0.0371,0.152
68,"['modern rock', 'rock']",80,85,0.645,0.566,0.713,74.989,-5.355,0.0393,0.0,0.113,0.00835
69,"['neo mellow', 'pop', 'pop rock', 'uk pop']",0,71,0.68,0.339,0.446,125.863,-6.039,0.0281,0.0,0.0515,0.256
70,"['dance pop', 'modern rock', 'neo mellow', 'pop', 'pop rap', 'pop rock', 'post-teen pop']",49,75,0.828,0.872,0.56,122.054,-6.685,0.0327,3.66e-05,0.15,0.548
71,"['kentucky hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'trap']",76,83,0.525,0.276,0.433,160.108,-10.598,0.185,0.0,0.135,0.107
72,"['australian dance', 'australian electropop', 'australian indie', 'downtempo', 'edm']",0,77,0.443,0.248,0.558,116.838,-5.436,0.0624,0.0,0.163,0.441
73,"['alternative r&b', 'hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']",79,87,0.544,0.554,0.552,159.738,-7.45,0.0991,4.57e-05,0.415,0.67
74,"['dance pop', 'hip pop', 'pop', 'post-teen pop']",69,80,0.557,0.657,0.803,92.134,-3.599,0.213,1.61e-06,0.737,0.0124
75,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show']",61,73,0.689,0.755,0.791,95.04,-5.194,0.053,0.0,0.0526,0.023
76,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",72,98,0.59,0.349,0.468,92.287,-11.083,0.185,0.0,0.101,0.0789
77,"['dance pop', 'pop', 'viral pop']",70,86,0.667,0.47,0.613,91.024,-5.353,0.0344,0.0,0.115,0.403
78,"['alt z', 'canadian contemporary r&b', 'canadian pop', 'pop']",72,80,0.71,0.348,0.0565,123.994,-15.099,0.0534,0.0,0.0889,0.965
79,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",57,82,0.756,0.811,0.589,146.928,-5.093,0.232,0.0,0.176,0.0812
80,"['big room', 'dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",67,91,0.367,0.365,0.915,110.169,-3.456,0.0488,5.81e-05,0.0905,0.0022
81,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'pop rap', 'progressive house', 'uk dance']",74,87,0.818,0.536,0.913,119.986,-3.06,0.0426,3.69e-05,0.161,0.093
82,"['alt z', 'dance pop', 'pop', 'post-teen pop', 'social media pop']",60,57,0.767,0.541,0.631,100.968,-6.762,0.0541,0.0,0.119,0.0997
83,"['australian hip hop', 'australian indie', 'australian pop', 'australian talent show', 'australian trap', 'pop rap']",50,56,0.369,0.467,0.618,191.863,-6.304,0.249,0.0,0.257,0.161
84,"['australian dance', 'australian electropop', 'australian indie', 'downtempo', 'edm']",53,77,0.581,0.273,0.531,75.255,-6.829,0.0322,3.27e-06,0.0616,0.0731
85,"['modern alternative rock', 'modern rock', 'pop', 'rock']",60,78,0.648,0.566,0.936,120.708,-4.745,0.0762,6.93e-06,0.482,0.085
86,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap']",0,84,0.688,0.247,0.541,95.109,-8.128,0.114,0.0,0.123,0.0118
87,['scandipop'],63,74,0.797,0.843,0.567,108.024,-7.503,0.0651,0.0,0.0705,0.0692
88,"['neo soul', 'pop', 'pop soul', 'r&b', 'urban contemporary']",54,81,0.416,0.716,0.773,122.65,-3.784,0.0949,0.0,0.105,0.572
89,"['art pop', 'dance pop', 'electropop', 'metropopolis', 'pop', 'post-teen pop', 'swedish electropop', 'swedish pop', 'swedish synthpop']",0,79,0.674,0.234,0.71,101.983,-7.042,0.111,6.71e-06,0.129,0.343
90,"['dance pop', 'pop']",68,84,0.632,0.523,0.702,162.958,-5.92,0.148,0.0,0.108,0.0114
91,"['alternative r&b', 'pop rap', 'rap', 'virginia hip hop']",62,66,0.886,0.708,0.525,145.99,-7.39,0.131,0.0,0.057,0.236
92,"['permanent wave', 'pop']",76,92,0.638,0.53,0.924,111.995,-3.887,0.036,0.000175,0.149,0.00205
93,"['danish pop', 'pop', 'scandipop']",78,76,0.765,0.34,0.473,119.992,-5.829,0.0514,0.0,0.391,0.287
94,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",75,91,0.502,0.739,0.786,169.021,-4.378,0.317,0.0,0.65,0.255
95,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house']",46,78,0.683,0.674,0.91,124.977,-1.231,0.0515,4.78e-06,0.336,0.0553
96,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",73,91,0.722,0.102,0.331,143.961,-7.789,0.0726,0.282,0.146,0.337
97,"['art pop', 'dance pop', 'danish pop', 'electropop', 'pop']",65,74,0.695,0.245,0.672,104.988,-6.109,0.0345,7.95e-05,0.0756,0.014
98,"['alt z', 'dance pop', 'electropop', 'indie poptimism', 'pop']",55,67,0.6,0.408,0.412,113.049,-9.343,0.344,0.0025,0.134,0.615
99,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",0,80,0.526,0.537,0.675,78.0,-3.989,0.0339,0.0,0.0727,0.379
100,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance']",1,80,0.459,0.581,0.587,113.901,-6.983,0.0785,0.0,0.307,0.453
1,"['pop', 'uk pop']",84,96,0.825,0.931,0.652,95.977,-3.183,0.0802,0.0,0.0931,0.581
2,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance', 'uk funky']",0,81,0.718,0.497,0.609,122.95,-4.699,0.043,3.29e-05,0.234,0.281
3,"['latin', 'latin pop', 'puerto rican pop']",0,80,0.66,0.846,0.786,177.833,-4.757,0.17,0.0,0.112,0.209
4,"['dance pop', 'pop', 'uk pop']",78,86,0.681,0.476,0.372,91.873,-8.237,0.0432,0.0,0.169,0.64
5,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance', 'uk funky']",75,81,0.72,0.742,0.763,101.965,-4.068,0.0523,0.0,0.18,0.406
6,"['dance pop', 'pop', 'post-teen pop']",2,89,0.768,0.418,0.517,104.992,-4.323,0.0312,3.8e-05,0.104,0.186
7,"['modern rock', 'rock']",1,93,0.6,0.298,0.81,167.88,-4.749,0.0479,0.21,0.155,0.00683
8,"['pop', 'pop rock']",68,90,0.783,0.418,0.61,100.047,-6.124,0.0696,0.0,0.0983,0.343
9,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",82,86,0.617,0.446,0.635,103.019,-6.769,0.0317,1.44e-05,0.164,0.0498
10,"['pop', 'uk pop']",84,96,0.599,0.168,0.448,95.05,-6.312,0.0232,0.0,0.106,0.163
11,"['canadian pop', 'dance pop', 'pop', 'viral pop']",0,90,0.857,0.966,0.8,121.996,-4.035,0.0583,0.0,0.0913,0.381
12,"['boy band', 'dance pop', 'pop', 'post-teen pop']",73,75,0.538,0.507,0.804,144.992,-5.194,0.0358,0.0,0.33,0.0041
13,"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'pop', 'post-teen pop']",75,80,0.319,0.449,0.739,194.169,-5.74,0.272,0.0,0.111,0.0285
14,"['dance pop', 'electropop', 'pop', 'post-teen pop', 'uk pop']",77,81,0.259,0.0951,0.437,180.042,-6.589,0.0386,1.32e-06,0.106,0.102
15,"['dance pop', 'dancehall', 'pop', 'pop rap']",83,85,0.742,0.463,0.882,102.04,-2.862,0.117,0.0,0.206,0.0466
16,"['dance pop', 'pop', 'post-teen pop']",76,76,0.664,0.742,0.708,103.07,-4.154,0.0474,0.0,0.0841,0.0337
17,"['pop', 'pop rock']",0,90,0.697,0.506,0.716,99.905,-6.288,0.113,0.0,0.0424,0.118
18,"['dance pop', 'pop', 'viral pop']",0,86,0.774,0.777,0.626,100.041,-4.432,0.0432,3.12e-05,0.0848,0.0969
19,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",73,86,0.653,0.219,0.658,99.99,-6.428,0.0304,1.66e-06,0.0939,0.0215
20,"['alt z', 'dance pop', 'dark pop', 'pop', 'post-teen pop']",60,70,0.703,0.733,0.868,121.03,-4.661,0.0291,0.132,0.104,0.15
21,"['pop', 'talent show', 'uk pop']",83,83,0.358,0.494,0.557,85.043,-7.398,0.059,0.0,0.0902,0.695
22,"['dance pop', 'pop']",82,92,0.853,0.86,0.56,134.066,-4.961,0.0406,0.0,0.0944,0.013
23,"['canadian pop', 'dance pop', 'pop', 'viral pop']",0,90,0.561,0.383,0.674,148.127,-4.882,0.0818,0.0,0.111,0.118
24,"['dance pop', 'pop', 'uk pop']",60,94,0.763,0.592,0.72,116.01,-5.181,0.0691,1.11e-05,0.114,0.00261
25,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'pop rap', 'tropical house']",75,80,0.69,0.544,0.622,102.04,-5.025,0.0622,0.0,0.116,0.253
26,"['dance pop', 'edm', 'electro house', 'electropop', 'pop', 'pop dance', 'tropical house']",67,78,0.741,0.595,0.667,112.956,-5.445,0.134,0.0,0.106,0.0575
27,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance']",51,80,0.739,0.547,0.792,104.016,-4.256,0.0418,0.0,0.0516,0.091
28,"['dance pop', 'pop', 'post-teen pop']",72,76,0.756,0.417,0.572,102.986,-7.019,0.0763,0.0,0.0853,0.0478
29,"['dance pop', 'dutch edm', 'edm', 'electro house', 'pop', 'pop dance', 'progressive house', 'tropical house']",77,82,0.584,0.195,0.54,137.972,-7.786,0.0576,0.0,0.261,0.0895
30,"['dance pop', 'electropop', 'pop', 'post-teen pop', 'uk pop']",0,81,0.735,0.0862,0.451,117.973,-8.374,0.0585,1.3e-05,0.325,0.0631
31,"['pop', 'uk pop']",77,96,0.624,0.781,0.876,99.943,-3.374,0.1,0.0,0.327,0.0735
32,"['dance pop', 'pop', 'post-teen pop']",0,85,0.704,0.863,0.633,144.021,-6.923,0.241,0.0,0.29,0.0214
33,"['big room', 'dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",67,91,0.548,0.557,0.65,144.937,-5.827,0.0591,0.0,0.225,0.219
34,"['boy band', 'dance pop', 'pop', 'post-teen pop']",61,75,0.588,0.397,0.749,130.093,-4.323,0.058,0.0,0.0813,0.0037
35,['acoustic pop'],80,69,0.618,0.167,0.443,119.949,-9.681,0.0526,0.0,0.0829,0.469
36,"['pop', 'pop r&b']",79,90,0.799,0.394,0.539,136.948,-6.351,0.0421,1.66e-05,0.165,0.199
37,"['pop', 'uk pop']",79,96,0.522,0.236,0.385,89.792,-7.355,0.0288,0.0,0.135,0.536
38,"['edm', 'pop', 'pop dance', 'tropical house']",75,85,0.64,0.515,0.533,99.968,-6.596,0.0706,0.0,0.0864,0.119
39,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'tropical house', 'uk pop']",71,75,0.614,0.374,0.615,95.941,-6.7,0.0444,0.0,0.0921,0.054
40,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'uk pop']",0,84,0.635,0.541,0.73,101.859,-3.942,0.0965,0.0,0.423,0.04
41,"['art pop', 'electropop', 'pop']",83,93,0.614,0.112,0.318,119.959,-12.695,0.0478,0.00239,0.0795,0.896
42,"['dance pop', 'danish electronic', 'deep house', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'tropical house']",0,73,0.744,0.36,0.836,114.965,-2.396,0.0507,0.0,0.194,0.0435
43,"['pop', 'uk pop']",77,96,0.461,0.471,0.834,135.007,-4.868,0.0989,1.14e-05,0.14,0.0232
44,['pop'],76,98,0.766,0.506,0.709,128.07,-6.471,0.123,1.41e-05,0.126,0.204
45,"['dance pop', 'edm', 'pop', 'pop dance']",77,85,0.662,0.295,0.858,133.993,-4.844,0.0428,0.0,0.0456,0.00163
46,"['ohio hip hop', 'pop rap']",0,89,0.678,0.254,0.696,137.822,-4.79,0.133,0.0,0.164,0.206
47,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house']",67,79,0.576,0.355,0.782,141.153,-4.825,0.0296,0.0,0.285,0.00778
48,"['dance pop', 'pop', 'post-teen pop']",1,71,0.869,0.527,0.485,106.028,-5.595,0.0545,0.0,0.0765,0.246
49,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",0,70,0.645,0.534,0.741,123.07,-4.989,0.0339,0.0,0.29,0.0323
50,"['canadian pop', 'pop']",0,96,0.744,0.649,0.739,104.99,-5.35,0.0387,0.0,0.306,0.00459
51,['pop'],72,98,0.613,0.417,0.764,160.015,-6.509,0.136,0.0,0.197,0.0527
52,"['hip hop', 'indie pop rap', 'oakland hip hop', 'pop', 'pop rap', 'rap']",0,81,0.589,0.191,0.731,87.908,-6.343,0.0868,0.0,0.308,0.0534
53,"['pop', 'pop rock']",0,90,0.795,0.393,0.615,110.009,-5.211,0.0671,2.98e-06,0.0855,0.0786
54,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house']",63,78,0.708,0.72,0.868,124.994,-3.287,0.0431,0.0,0.122,0.0313
55,"['dance pop', 'pop']",78,92,0.818,0.632,0.803,106.97,-4.282,0.0797,0.0,0.153,0.034
56,"['dance pop', 'pop', 'post-teen pop']",74,81,0.735,0.848,0.425,85.896,-6.648,0.0464,0.0,0.055,0.011
57,"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'pop', 'post-teen pop']",0,80,0.314,0.159,0.555,179.666,-9.601,0.37,0.000108,0.067,0.157
58,"['dance pop', 'pop', 'post-teen pop']",74,87,0.573,0.343,0.781,139.934,-6.406,0.0555,2.64e-05,0.0813,0.0767
59,"['dance pop', 'edm', 'pop', 'pop rap', 'post-teen pop', 'tropical house', 'uk pop']",64,79,0.855,0.962,0.624,117.959,-4.093,0.0488,0.0,0.0513,0.158
60,"['dance pop', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",71,82,0.609,0.811,0.668,80.924,-4.284,0.0367,0.0,0.167,0.0552
61,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop']",0,80,0.706,0.42,0.427,113.804,-6.864,0.0879,0.0,0.0609,0.413
62,"['pop rap', 'seattle hip hop']",73,81,0.731,0.356,0.794,139.994,-5.126,0.0522,2.59e-05,0.112,0.0323
63,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'pop rap', 'progressive house', 'uk dance']",78,87,0.893,0.872,0.745,101.018,-3.105,0.0571,0.0,0.0943,0.0642
64,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",81,81,0.726,0.733,0.769,97.985,-5.043,0.123,0.0101,0.104,0.0293
65,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",57,82,0.698,0.445,0.882,106.083,-3.078,0.0863,0.0,0.15,0.127
66,"['dance pop', 'edm', 'pop', 'pop dance']",53,85,0.655,0.272,0.666,102.977,-5.309,0.0612,2.12e-05,0.0683,0.134
67,"['hip hop', 'indie pop rap', 'oakland hip hop', 'pop', 'pop rap', 'rap']",62,81,0.572,0.54,0.778,168.073,-5.208,0.233,0.0,0.0563,0.00638
68,"['aussietronica', 'dance pop', 'pop dance', 'tropical house']",48,61,0.67,0.716,0.838,105.0,-4.031,0.0362,0.000611,0.159,0.0605
69,['modern rock'],0,78,0.673,0.678,0.637,123.98,-4.518,0.0429,0.0,0.184,0.137
70,"['dance pop', 'pop', 'post-teen pop']",69,86,0.708,0.265,0.618,123.013,-4.424,0.0592,6.81e-06,0.062,0.0204
71,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house']",57,79,0.486,0.297,0.713,121.028,-3.949,0.0524,0.0,0.0839,0.0853
72,"['dance pop', 'pop']",73,84,0.491,0.193,0.588,113.608,-6.177,0.0506,2.01e-06,0.0906,0.0281
73,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",74,85,0.696,0.782,0.817,98.064,-3.862,0.109,0.0,0.187,0.075
74,"['dance pop', 'piano rock', 'pop', 'pop rock']",64,86,0.401,0.472,0.872,104.592,-3.641,0.314,0.0,0.362,0.167
75,"['art pop', 'dance pop', 'electropop', 'metropopolis', 'nz pop', 'pop']",73,82,0.594,0.253,0.721,128.942,-7.812,0.0957,8.55e-06,0.0879,0.0209
76,"['boy band', 'latin', 'latin pop', 'reggaeton']",0,75,0.623,0.651,0.909,93.984,-3.079,0.0758,0.0,0.0972,0.158
77,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",0,82,0.627,0.361,0.572,100.041,-7.738,0.0373,1.52e-06,0.198,0.568
78,"['edm', 'electropop', 'pop', 'pop dance', 'tropical house']",62,68,0.657,0.338,0.703,122.381,-3.402,0.0753,0.0,0.256,0.222
79,['pop'],82,93,0.516,0.222,0.595,119.972,-4.63,0.0313,0.0,0.109,0.0275
80,"['latin', 'latin pop', 'puerto rican pop']",69,80,0.649,0.857,0.798,177.899,-4.346,0.178,0.0,0.0711,0.226
81,"['pop', 'pop r&b']",78,90,0.736,0.326,0.449,80.126,-11.462,0.425,0.000162,0.0898,0.33
82,"['dfw rap', 'melodic rap', 'rap']",81,91,0.63,0.492,0.804,123.146,-4.183,0.0363,0.0,0.253,0.215
83,"['edm', 'pop', 'pop dance', 'tropical house']",67,85,0.677,0.419,0.497,99.137,-5.763,0.0809,0.0,0.0911,0.152
84,"['modern rock', 'rock']",1,93,0.779,0.708,0.787,124.982,-4.305,0.108,0.0,0.14,0.0524
85,"['electropop', 'pop', 'pop rap']",4,86,0.745,0.17,0.593,111.002,-6.35,0.0526,5.25e-06,0.123,0.00522
86,"['dance pop', 'electropop', 'pop', 'post-teen pop']",0,82,0.565,0.325,0.381,73.483,-7.204,0.0302,0.0,0.109,0.48
87,"['pop', 'pop rap', 'rap', 'social media pop']",71,72,0.746,0.672,0.653,75.016,-6.745,0.289,0.0,0.229,0.378
88,"['edm', 'pop', 'pop dance', 'tropical house']",64,85,0.633,0.679,0.592,90.066,-7.245,0.112,0.0,0.099,0.197
89,"['canadian contemporary r&b', 'canadian pop', 'pop']",77,97,0.773,0.585,0.819,92.987,-5.946,0.118,0.0,0.0679,0.428
90,"['dance pop', 'pop', 'post-teen pop']",69,88,0.562,0.471,0.8,95.029,-5.404,0.112,0.0,0.199,0.0814
91,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop']",66,87,0.67,0.447,0.585,110.03,-4.861,0.0354,1.11e-06,0.131,0.107
92,"['modern rock', 'rock']",79,93,0.672,0.556,0.655,134.945,-5.021,0.0311,0.0,0.117,0.0362
93,"['barbadian pop', 'dance pop', 'pop', 'pop rap', 'urban contemporary']",0,92,0.509,0.378,0.637,172.006,-4.83,0.0471,1.08e-05,0.0789,0.0717
94,"['dfw rap', 'melodic rap', 'rap']",78,91,0.556,0.291,0.538,143.95,-5.408,0.0382,0.0,0.196,0.0689
95,"['dance pop', 'edm', 'pop', 'pop rap', 'post-teen pop', 'tropical house', 'uk pop']",62,79,0.628,0.321,0.797,106.93,-3.953,0.0596,0.0,0.104,0.0364
96,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'pop rap', 'progressive house', 'uk dance']",72,87,0.736,0.511,0.795,104.066,-3.299,0.0545,1.21e-06,0.254,0.498
97,"['indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']",70,66,0.666,0.51,0.728,122.996,-5.808,0.0419,4.26e-06,0.0429,0.00175
98,"['dance pop', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",72,82,0.671,0.632,0.672,97.979,-3.094,0.0688,0.0,0.118,0.0329
99,"['art pop', 'dance pop', 'electropop', 'metropopolis', 'nz pop', 'pop']",7,82,0.781,0.175,0.548,106.996,-4.997,0.0764,0.0,0.127,0.229
100,"['latin', 'reggaeton', 'reggaeton colombiano', 'trap latino']",52,93,0.548,0.309,0.701,104.237,-4.862,0.0914,1.34e-05,0.134,0.0178
1,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",81,98,0.754,0.357,0.449,77.169,-9.211,0.109,8.29e-05,0.552,0.0332
2,"['dfw rap', 'melodic rap', 'rap']",83,91,0.585,0.129,0.52,159.801,-6.136,0.0712,7.01e-05,0.131,0.124
3,"['dance pop', 'electropop', 'pop']",81,83,0.752,0.419,0.505,91.97,-7.621,0.253,2.55e-06,0.104,0.535
4,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",80,82,0.697,0.603,0.683,96.133,-2.881,0.117,0.0,0.137,0.0372
5,"['boy band', 'dance pop', 'pop', 'post-teen pop']",69,84,0.596,0.152,0.854,120.274,-5.114,0.463,0.0,0.124,0.0169
6,"['chicago rap', 'melodic rap']",83,95,0.511,0.218,0.566,83.903,-7.23,0.2,0.0,0.34,0.349
7,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'pop rap', 'tropical house']",79,80,0.753,0.437,0.657,107.01,-3.061,0.0449,0.0,0.112,0.171
8,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",78,86,0.626,0.534,0.88,95.079,-2.384,0.0504,0.0,0.128,0.205
9,"['dance pop', 'pop', 'pop rap', 'rap']",78,86,0.816,0.65,0.726,136.048,-3.998,0.129,0.0,0.372,0.099
10,"['hollywood', 'post-teen pop', 'show tunes']",71,73,0.684,0.284,0.619,125.046,-7.005,0.0386,0.0,0.122,0.0716
11,"['dance pop', 'pop']",77,93,0.699,0.354,0.713,121.993,-5.507,0.0594,3.11e-06,0.294,0.04
12,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",80,91,0.698,0.552,0.633,96.924,-4.946,0.0597,0.000194,0.0926,0.0605
13,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'pop rap', 'progressive house', 'uk dance']",80,87,0.791,0.592,0.862,123.994,-3.24,0.11,2.19e-05,0.0814,0.037
14,"['dance pop', 'pop', 'post-teen pop']",76,76,0.664,0.742,0.708,103.07,-4.154,0.0474,0.0,0.0841,0.0337
15,"['art pop', 'electropop', 'pop']",86,93,0.351,0.12,0.296,115.284,-10.109,0.0333,0.0,0.095,0.934
16,"['dance pop', 'pop', 'post-teen pop']",68,86,0.6,0.494,0.683,102.036,-6.271,0.0493,1.26e-06,0.11,0.0984
17,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",79,86,0.52,0.286,0.761,141.971,-3.093,0.0853,4.96e-06,0.17,0.256
18,"['dance pop', 'pop']",78,93,0.602,0.268,0.658,145.031,-5.934,0.0558,6e-05,0.237,0.0233
19,"['dance pop', 'pop', 'uk pop']",78,94,0.836,0.51,0.544,97.028,-5.975,0.0943,0.0,0.0824,0.0403
20,"['hip hop', 'indie pop rap', 'oakland hip hop', 'pop', 'pop rap', 'rap']",75,81,0.589,0.191,0.731,87.908,-6.343,0.0868,0.0,0.308,0.0534
21,"['dfw rap', 'melodic rap', 'rap']",79,91,0.68,0.341,0.578,145.038,-5.804,0.04,0.0,0.135,0.331
22,"['pop', 'pop rap']",75,77,0.56,0.319,0.68,89.391,-7.648,0.321,0.0,0.116,0.555
